srcid,Mode,A1,A2,undecided_voter,A3a,A4_a,A4_b,A4_c,A4_d,A4_e,A5_a,A5_b,A5_c,A5_d,A5_e,A5_f,A5_g,A5_h,B1_a,B1_b,B1_c,B1_d,B4,B5,B6,C1_a,C1_b,C1_c,C1_d,C1_e,C1_f,C1_g,C1_h,C1_i,C3_a,C3_b,C3_c,C3_d,C3_e,C3_f,D1_a,D1_b,D1_c,D1_d,D1_e,D1_f,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E10,E14,p_volunteer,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4A5_agg,opinionated
2609,”1”,1,”1”,FALSE,,3,2,2,1,1,2,3,3,4,4,3,3,2,2,2,2,1,2,1,4,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,”2”,2,1,1,1,0.466666667,FALSE
2610,”1”,1,”3”,FALSE,9,3,1,1,1,1,2,2,2,4,1,2,1,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,3,3,2,2,0.766666667,TRUE
2611,”1”,2,”1”,FALSE,6,1,2,2,3,2,2,4,4,4,4,3,4,4,2,2,2,1,2,2,5,1,1,1,1,2,1,-98,1,2,1,1,1,2,1,1,3,3,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,2,1,1,0.455555556,FALSE
2612,”1”,1,”1”,FALSE,7,2,2,2,3,1,3,1,2,4,1,1,3,2,2,2,2,1,3,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,1,4,3,1,1,1,2,2,2,2,2,1,2,1,3,2,”1”,3,2,2,2,0.538888889,TRUE
2613,”1”,2,”-99”,FALSE,7,3,2,2,2,2,3,3,3,4,3,4,4,3,2,2,2,1,3,3,4,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,8,2,2,”2”,3,1,3,3,0.277777778,FALSE
2614,”1”,1,”3”,FALSE,,3,2,3,2,2,2,1,3,4,2,1,2,1,2,2,2,2,4,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,3,2,4,2,3,2,1,2,2,1,2,2,2,4,2,1,”1”,3,1,1,1,0.5,TRUE
2615,”1”,4,”4”,FALSE,7,3,2,2,1,2,2,4,3,4,4,4,3,2,2,2,2,1,1,2,5,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,3,2,1,3,2,2,1,2,2,2,2,2,1,2,1,2,2,”2”,2,1,1,1,0.427777778,FALSE
2616,”1”,2,”4”,FALSE,5,2,2,2,1,1,2,3,2,3,3,3,2,2,2,2,2,2,2,1,5,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,4,2,2,2,1,1,2,2,2,2,1,2,1,1,1,”2”,2,1,1,1,0.438888889,FALSE
2617,”1”,2,”3”,FALSE,5,2,3,2,2,1,2,1,2,4,2,1,2,1,2,2,2,1,2,1,4,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,3,5,2,1,1,2,2,1,2,2,2,1,2,1,2,1,”2”,4,2,3,3,0.566666667,TRUE
2618,”1”,2,”1”,FALSE,7,3,2,3,1,2,3,2,3,2,3,3,3,4,2,2,2,2,4,3,4,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,1,1,1,1,0.344444444,FALSE
2619,”1”,2,”4”,FALSE,9,3,2,2,1,1,2,3,3,3,3,4,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,”2”,2,1,1,1,0.438888889,FALSE
2620,”1”,2,”3”,FALSE,7,2,2,2,2,2,3,2,4,2,3,1,2,4,2,2,2,1,3,2,4,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,3,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,1,2,2,2,0.388888889,FALSE
2621,”1”,2,”1”,FALSE,6,2,2,2,2,2,2,3,2,4,3,3,3,3,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,2,3,2,2,0.277777778,FALSE
2622,”1”,2,”3”,FALSE,8,2,2,1,2,1,3,4,4,3,4,4,3,4,2,2,2,1,2,2,5,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,”2”,2,1,2,2,0.466666667,FALSE
2623,”1”,2,”1”,FALSE,9,2,2,1,1,1,2,2,2,4,2,4,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,4,3,1,”2”,2,1,5,5,0.616666667,TRUE
2624,”1”,2,”-99”,FALSE,,2,3,2,2,2,3,3,4,3,3,4,2,3,2,2,2,1,3,4,4,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,3,3,2,3,3,3,1,2,2,2,2,2,2,2,1,1,1,”2”,,1,2,2,0.277777778,FALSE
2625,”1”,2,”1”,FALSE,7,2,2,2,1,1,4,2,3,3,3,4,4,3,2,2,2,1,3,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,4,4,4,4,3,2,1,2,2,2,2,2,1,2,1,2,1,”2”,3,2,5,5,0.438888889,FALSE
2626,”2”,1,”2”,FALSE,9,2,3,2,1,1,2,3,4,2,4,3,4,4,2,2,2,1,3,2,4,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,”1”,4,2,4,4,0.522222222,TRUE
2627,”1”,2,”3”,FALSE,,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,4,4,2,2,1,2,2,2,2,2,2,2,1,2,2,”2”,2,1,1,1,0.361111111,FALSE
2628,”1”,2,”1”,FALSE,,2,2,2,2,1,2,2,3,2,4,1,3,2,2,2,2,1,2,1,5,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,3,1,3,1,1,1,1,2,2,2,2,2,2,2,7,1,2,”1”,2,1,2,2,0.455555556,FALSE
2629,”1”,1,”1”,FALSE,9,1,3,4,2,2,2,4,5,4,4,2,5,4,2,2,2,1,3,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,7,2,1,”1”,4,1,3,3,0.633333333,TRUE
2630,”1”,2,”4”,FALSE,4,3,2,3,2,2,2,3,3,4,4,4,2,2,2,2,2,1,2,2,4,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,3,3,3,4,2,1,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,3,3,0.361111111,FALSE
2631,”1”,4,”3”,FALSE,,3,2,2,1,2,2,3,3,4,2,4,2,2,2,2,2,1,3,2,4,1,1,1,2,-98,-98,1,1,1,1,1,1,1,1,1,3,2,3,4,3,2,1,2,2,2,2,2,2,2,1,3,2,”2”,2,2,1,1,0.427777778,FALSE
2632,”1”,2,”5”,FALSE,6,1,4,3,3,2,2,1,1,5,1,2,1,1,2,2,2,2,4,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,3,2,4,4,0.716666667,TRUE
2633,”1”,2,”-99”,FALSE,7,2,2,2,2,2,5,-98,-98,-98,-98,-98,3,-98,2,2,2,1,3,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,3,3,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,”2”,2,2,3,3,17.08333333,FALSE
2634,”1”,2,”4”,FALSE,5,2,3,3,1,2,3,3,2,4,3,3,3,3,2,2,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,5,5,5,5,5,5,1,2,2,2,2,2,2,2,1,2,2,”2”,2,2,3,3,0.316666667,FALSE
2635,”1”,2,”1”,FALSE,8,2,1,2,1,1,4,4,3,3,4,3,4,2,2,2,2,1,2,2,5,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,2,4,3,2,2,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,2,2,0.533333333,TRUE
2636,”1”,4,”3”,FALSE,5,4,2,3,2,2,2,1,1,5,1,3,2,1,2,2,2,2,2,1,4,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,3,2,3,1,2,1,2,2,2,2,2,2,2,1,4,2,”1”,2,3,1,1,0.594444444,TRUE
2637,”1”,2,”1”,FALSE,8,2,2,3,1,2,2,3,4,3,4,2,4,3,2,2,2,1,3,1,5,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,-98,1,1,1,”2”,3,1,5,5,0.4,FALSE
2638,”1”,2,”3”,FALSE,7,2,2,2,1,1,2,3,2,3,4,4,3,3,2,2,2,1,3,3,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,3,3,1,1,2,2,2,2,2,1,1,2,1,2,1,”2”,3,1,8,8,0.438888889,FALSE
2639,”1”,2,”1”,FALSE,5,2,2,2,1,1,4,3,4,3,3,3,2,4,2,2,2,1,4,2,4,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,1,1,0.438888889,FALSE
2640,”1”,2,”1”,FALSE,10,2,3,3,2,4,3,2,3,3,1,5,5,3,2,2,2,1,3,2,5,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,8,1,2,”1”,4,2,1,1,0.455555556,FALSE
2641,”1”,4,”1”,FALSE,5,3,2,2,2,2,2,3,3,4,2,4,3,2,2,2,2,2,3,3,4,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,2,2,1,1,0.333333333,FALSE
2642,”1”,2,”-98”,TRUE,8,3,2,2,3,3,4,3,2,3,3,2,2,2,2,2,2,1,3,2,5,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,1,2,1,2,2,”1”,2,1,5,5,0.333333333,FALSE
2643,”1”,4,”4”,FALSE,7,3,2,2,2,2,2,3,4,4,4,2,4,3,2,2,2,1,3,1,5,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,3,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,”2”,2,2,5,5,0.361111111,FALSE
2644,”1”,2,”3”,FALSE,6,3,2,3,1,1,4,3,2,4,2,2,2,2,2,2,2,1,2,1,5,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,4,2,3,2,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,1,1,0.522222222,TRUE
2645,”1”,2,”4”,FALSE,,2,2,2,2,2,2,2,4,2,3,4,3,3,2,2,2,1,2,1,4,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,3,1,”1”,2,1,1,1,0.333333333,FALSE
2646,”1”,2,”-98”,TRUE,7,3,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,1,3,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,”1”,1,1,1,1,0.25,FALSE
2647,”1”,1,”1”,FALSE,8,2,2,2,2,1,4,3,4,2,4,4,4,3,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,3,2,1,1,1,2,2,2,2,2,1,2,1,2,2,”1”,2,1,1,1,0.455555556,FALSE
2648,”1”,4,”1”,FALSE,5,2,2,2,2,2,3,1,1,5,1,1,1,2,2,2,2,2,4,4,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,”2”,2,1,1,1,0.555555556,TRUE
2649,”1”,2,”1”,FALSE,7,2,2,2,1,2,2,2,2,4,4,1,1,4,2,2,2,1,1,1,4,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,4,2,4,1,2,2,2,2,2,1,-99,1,2,1,”1”,3,1,2,2,0.538888889,TRUE
2650,”1”,2,”3”,FALSE,4,3,2,2,1,1,3,2,2,4,3,2,3,2,2,2,2,1,2,2,4,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,1,1,2,”2”,1,1,1,1,0.466666667,FALSE
2651,”1”,1,”3”,FALSE,5,1,1,1,1,1,2,4,3,2,5,2,3,3,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,5,3,4,4,2,2,1,2,2,2,1,2,5,4,2,”2”,2,2,2,2,0.722222222,TRUE
2652,”1”,2,”1”,FALSE,7,2,2,2,2,1,2,3,4,4,4,4,3,3,2,2,2,2,2,2,4,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,4,4,1,”1”,4,1,1,1,0.4,FALSE
2653,”1”,4,”2”,FALSE,10,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,2,2,2,2,5,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,5,3,1,”1”,2,2,3,3,0.25,FALSE
2654,”1”,2,”1”,FALSE,5,2,2,2,2,2,2,4,4,2,4,2,4,4,2,2,2,1,3,1,5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,”2”,3,1,6,6,0.416666667,FALSE
2655,”1”,2,”6”,FALSE,7,2,2,2,2,2,2,4,3,2,4,4,4,4,2,2,2,1,2,2,4,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,3,1,2,2,1,1,2,2,2,2,1,1,1,1,4,2,1,”2”,4,2,3,3,0.388888889,FALSE
2656,”1”,2,”11”,FALSE,8,3,2,2,2,2,4,3,2,4,3,2,4,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,2,”2”,2,3,1,1,0.361111111,FALSE
2657,”1”,1,”4”,FALSE,7,2,2,2,2,2,3,3,3,3,4,2,4,3,2,2,2,1,3,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,4,4,2,”1”,4,2,5,5,0.305555556,FALSE
2658,”1”,4,”4”,FALSE,,3,3,3,2,2,2,3,3,4,3,4,1,2,2,2,1,1,2,2,5,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,4,2,4,3,1,2,1,1,2,2,2,2,1,2,1,2,1,”2”,2,1,1,1,0.361111111,FALSE
2659,”1”,1,”3”,FALSE,,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,4,1,1,1,1,2,2,2,2,2,1,1,1,3,2,”2”,3,3,5,5,0.222222222,FALSE
2660,”1”,2,”1”,FALSE,7,3,3,3,2,3,2,3,3,3,2,3,4,3,2,2,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,5,1,1,2,2,2,2,2,2,1,2,1,1,1,”2”,2,1,1,1,0.277777778,FALSE
2661,”1”,2,”3”,FALSE,,2,2,2,2,2,3,3,4,3,4,3,3,4,2,2,2,1,2,2,4,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,3,1,3,2,1,1,2,2,1,2,2,2,1,-99,1,2,1,”2”,2,1,2,2,0.277777778,FALSE
2662,”1”,2,”4”,FALSE,7,2,3,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,3,1,4,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,4,2,3,1,1,2,1,1,1,2,2,2,1,2,1,”1”,1,3,2,2,0.622222222,TRUE
2663,”1”,2,”3”,FALSE,6,2,3,2,1,1,2,4,4,3,4,4,4,4,2,2,2,1,3,1,5,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,3,2,”2”,3,,1,1,0.522222222,TRUE
2664,”1”,1,”1”,FALSE,8,2,2,2,1,2,4,3,4,3,4,3,3,3,2,2,2,1,3,3,5,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,3,2,2,3,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,1,1,2,2,0.372222222,FALSE
2665,”1”,2,”3”,FALSE,,1,1,1,1,1,4,4,3,2,2,4,4,2,1,2,2,1,,2,5,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,5,2,4,4,3,2,1,2,2,2,2,2,1,2,1,2,1,”2”,2,1,2,2,0.722222222,TRUE
2666,”1”,2,”3”,FALSE,9,3,3,3,1,2,3,1,1,2,2,2,2,2,1,2,1,2,,3,5,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,4,1,1,2,2,1,1,1,1,2,2,4,2,2,”2”,4,3,1,1,0.511111111,TRUE
2667,”1”,2,”2”,FALSE,7,2,2,2,2,2,2,2,1,4,3,4,2,1,2,2,2,1,2,2,5,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,3,2,”2”,3,3,1,1,0.444444444,FALSE
2668,”1”,2,”1”,FALSE,8,1,2,2,2,2,2,3,4,2,4,3,3,3,2,2,1,2,2,4,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,3,1,”2”,2,2,2,2,0.372222222,FALSE
2669,”1”,2,”3”,FALSE,7,2,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2,1,3,1,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,”1”,2,1,1,1,0.277777778,FALSE
2670,”1”,2,”11”,FALSE,7,3,2,3,1,2,2,2,2,3,1,3,3,1,2,2,2,1,2,1,4,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,3,3,3,1,1,1,2,2,2,2,1,2,1,-98,4,3,2,”1”,1,3,2,2,0.455555556,FALSE
2671,”1”,2,”3”,FALSE,7,3,2,3,2,2,2,4,3,4,3,4,4,2,2,2,2,1,3,2,5,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,8,1,2,”2”,3,3,3,3,0.361111111,FALSE
2672,”1”,1,”1”,FALSE,,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,4,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,1,1,2,2,0.25,FALSE
2673,”1”,2,”4”,FALSE,7,3,2,2,2,2,2,2,2,5,2,4,4,1,2,2,2,1,1,1,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,3,2,1,1,2,1,2,2,2,2,2,2,1,3,2,”2”,2,1,3,3,0.472222222,FALSE
2674,”1”,2,”3”,FALSE,9,2,2,2,2,2,2,3,4,2,4,4,3,4,2,2,2,2,3,2,4,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,7,1,1,”2”,4,2,3,3,0.361111111,FALSE
2675,”1”,2,”1”,FALSE,,2,3,2,2,2,2,3,3,4,2,3,2,2,2,2,2,2,3,2,4,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,2,1,”2”,4,1,4,4,0.333333333,FALSE
2676,”1”,2,”1”,FALSE,5,2,2,1,3,1,4,4,3,3,4,3,2,3,2,2,2,1,3,1,5,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,3,3,3,3,3,3,1,2,2,2,2,2,1,2,1,2,2,”2”,3,2,5,5,0.438888889,FALSE
2677,”1”,1,”1”,FALSE,8,2,2,2,1,2,3,2,3,3,3,2,3,3,2,2,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,-98,-98,1,2,3,3,3,3,3,3,2,2,1,1,2,2,2,-98,7,2,2,”1”,4,3,1,1,0.344444444,FALSE
2678,”1”,5,”3”,FALSE,8,2,1,1,2,2,3,2,4,2,3,2,1,4,2,2,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,4,1,2,3,1,2,2,2,2,2,1,2,1,2,2,”2”,2,1,4,4,0.55,TRUE
2679,”1”,1,”3”,FALSE,8,2,3,2,1,1,2,4,4,2,4,1,2,3,2,2,2,1,3,1,4,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,3,1,1,1,0.577777778,TRUE
2680,”1”,2,”1”,FALSE,,2,2,2,1,2,3,3,4,3,4,3,4,4,2,2,2,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,2,1,3,3,0.372222222,FALSE
2681,”1”,4,”4”,FALSE,6,4,3,3,2,2,3,4,2,5,4,5,3,1,2,2,2,1,2,1,5,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,3,3,2,3,2,2,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,4,4,0.511111111,TRUE
2682,”1”,2,”6”,FALSE,7,2,2,2,2,2,2,3,4,3,3,3,4,3,2,2,2,1,3,2,4,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,3,1,3,2,1,1,2,2,2,2,2,2,1,2,1,1,2,”2”,,1,3,3,0.277777778,FALSE
2683,”1”,2,”1”,FALSE,7,2,3,2,2,2,2,2,4,4,3,4,2,2,2,2,2,1,3,1,4,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,4,3,4,3,3,2,2,1,2,1,2,2,2,4,3,2,”1”,3,1,1,1,0.388888889,FALSE
2684,”1”,1,”3”,FALSE,,2,2,1,1,1,2,4,4,2,4,4,4,4,2,2,2,2,3,2,5,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,4,1,2,”1”,4,1,2,2,0.644444444,TRUE
2685,”1”,2,”-99”,FALSE,7,2,2,2,2,2,2,3,4,2,4,4,3,4,2,2,2,1,2,1,4,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,3,1,2,1,2,1,2,2,2,2,2,1,2,1,7,1,1,”2”,4,,3,3,0.361111111,FALSE
2686,”1”,4,”3”,FALSE,7,3,2,1,1,2,4,3,4,4,4,4,5,4,2,2,2,1,2,2,5,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,3,1,3,2,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,2,1,5,5,0.55,TRUE
2687,”1”,2,”6”,FALSE,,3,3,3,2,2,3,3,2,4,2,3,2,2,2,2,2,1,2,1,4,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,2,1,1,2,2,2,2,2,1,2,1,2,2,”2”,1,2,3,3,0.333333333,FALSE
2688,”1”,1,”3”,FALSE,8,2,2,1,2,2,3,4,3,3,3,2,4,3,2,2,2,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,”2”,,1,2,2,0.372222222,FALSE
2689,”1”,2,”16”,FALSE,9,1,3,2,1,1,3,3,3,4,3,3,3,3,2,2,2,1,4,4,5,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,1,,3,3,0.422222222,FALSE
2690,”1”,2,”3”,FALSE,,2,2,2,2,1,2,3,3,3,4,2,3,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,4,3,3,4,3,3,1,2,2,2,2,2,1,2,4,4,2,”2”,1,1,2,2,0.372222222,FALSE
2691,”1”,3,”3”,FALSE,,2,2,3,2,3,2,3,3,3,3,3,3,3,2,2,2,2,3,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,-99,2,2,2,2,2,1,2,1,3,2,”2”,2,1,1,1,0.194444444,FALSE
2692,”1”,4,”3”,FALSE,1,4,4,3,3,4,3,2,2,4,3,4,3,2,2,2,2,1,2,1,4,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,4,5,4,2,3,3,2,2,2,2,1,2,1,-99,4,4,1,”2”,2,3,1,1,0.533333333,TRUE
2693,”1”,2,”1”,FALSE,,2,2,2,2,2,3,3,3,3,3,3,4,3,2,2,2,1,3,1,4,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,3,1,3,1,1,1,2,2,2,2,2,1,2,2,4,1,2,”2”,4,3,1,1,0.222222222,FALSE
2694,”1”,2,”1”,FALSE,7,2,2,2,2,2,3,3,4,2,3,4,2,3,2,2,2,2,3,3,4,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,5,3,2,”1”,2,2,1,1,0.305555556,FALSE
2695,”1”,4,”4”,FALSE,8,3,2,3,1,2,3,4,3,3,4,4,2,2,2,2,2,1,2,1,5,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,4,3,4,3,3,2,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,5,5,0.4,FALSE
2696,”1”,2,”1”,FALSE,6,2,3,2,2,1,4,3,4,4,4,4,2,2,2,2,2,2,3,2,4,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,5,1,1,1,2,2,2,1,2,2,1,1,2,3,2,”2”,3,1,1,1,0.455555556,FALSE
2697,”1”,4,”13”,FALSE,2,3,3,3,2,2,4,1,1,5,2,3,3,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,4,3,2,1,1,1,1,2,2,2,2,1,-98,2,4,2,”2”,4,3,1,1,0.472222222,FALSE
2698,”1”,4,”4”,FALSE,2,3,2,3,1,1,3,3,2,3,2,3,3,2,2,2,2,1,2,1,4,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,2,3,1,1,2,2,2,2,2,2,1,2,4,2,2,”1”,,2,5,5,0.411111111,FALSE
2699,”1”,2,”3”,FALSE,7,3,2,2,2,2,2,4,4,4,5,4,4,4,2,2,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,3,2,2,1,1,2,2,2,2,2,1,2,2,1,1,”1”,3,1,8,8,0.444444444,FALSE
2700,”1”,1,”1”,FALSE,7,2,1,1,1,1,2,4,3,3,4,4,3,3,2,2,2,1,3,1,4,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,3,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,6,6,0.6,TRUE
2701,”1”,2,”1”,FALSE,5,2,4,2,3,2,2,4,2,4,3,5,4,2,2,2,2,1,3,3,4,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,3,1,4,4,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,3,1,8,8,0.483333333,FALSE
